"state","date","cases"
"ID",2021-08-11,3854
"ID",2021-08-18,5010
"ID",2021-08-25,4528
"ID",2021-09-01,6491
"ID",2021-09-08,7045
"ID",2021-09-15,8718
"ID",2021-09-22,8434
"ID",2021-09-29,8668
"ID",2021-10-06,9245
"ID",2021-10-13,7963
"ID",2021-10-20,8845
"ID",2021-10-27,7453
"ID",2021-11-03,5562
"ID",2021-11-10,4149
"ID",2021-11-17,3209
"ID",2021-11-24,3287
"ID",2021-12-01,2432
"ID",2021-12-08,3099
"ID",2021-12-15,2380
"ID",2021-12-22,2229
"ID",2021-12-29,3188
"ID",2022-01-05,5507
"ID",2022-01-12,10121
"ID",2022-01-19,14863
"ID",2022-01-26,19716
"ID",2022-02-02,16076
"ID",2022-02-09,13127
"ID",2022-02-16,11263
"ID",2022-02-23,10037
"ID",2022-03-02,10305
"ID",2022-03-09,6546
"ID",2022-03-16,4721
"ID",2022-03-23,2534
"ID",2022-03-30,639
"ID",2022-04-06,612
"ID",2022-04-13,382
"ID",2022-04-20,441
"ID",2022-04-27,472
"ID",2022-05-04,728
"ID",2022-05-11,992
"ID",2022-05-18,1214
"ID",2022-05-25,1583
"ID",2022-06-01,1748
"ID",2022-06-08,2492
"ID",2022-06-15,2449
"ID",2022-06-22,2498
"ID",2022-06-29,3455
"ID",2022-07-06,3028
"ID",2022-07-13,4450
"ID",2022-07-20,3693
"ID",2022-07-27,3534
"ID",2022-08-03,2922
"ID",2022-08-10,2649
"ID",2022-08-17,2234
"ID",2022-08-24,1840
"ID",2022-08-31,2071
"ID",2022-09-07,1546
"ID",2022-09-14,1634
"ID",2022-09-21,1500
"ID",2022-09-28,1404
"ID",2022-10-05,1116
"ID",2022-10-12,1110
"ID",2022-10-19,1079
"ID",2022-10-26,1039
"ID",2022-11-02,1031
"ID",2022-11-09,1246
"ID",2022-11-16,1241
"ID",2022-11-23,1424
"ID",2022-11-30,1462
"ID",2022-12-07,1638
"ID",2022-12-14,1329
"ID",2022-12-21,1336
"ID",2022-12-28,1066
"ID",2023-01-04,1124
"ID",2023-01-11,942
"ID",2023-01-18,658
"ID",2023-01-25,677
"ID",2023-02-01,704
"ID",2023-02-08,872
"ID",2023-02-15,962
"ID",2023-02-22,891
"ID",2023-03-01,1386
"ID",2023-03-08,1302
"ID",2023-03-15,969
"ID",2023-03-22,730
"ID",2023-03-29,642
"ID",2023-04-05,608
"ID",2023-04-12,575
"ID",2023-04-19,396
"ID",2023-04-26,431
"ID",2023-05-03,355
"ID",2023-05-10,293
"IL",2020-01-22,0
"IL",2020-01-29,1
"IL",2020-02-05,1
"IL",2020-02-12,0
"IL",2020-02-19,0
"IL",2020-02-26,0
"IL",2020-03-04,2
"IL",2020-03-11,21
"IL",2020-03-18,248
"IL",2020-03-25,1591
"IL",2020-04-01,5118
"IL",2020-04-08,8103
"IL",2020-04-15,9510
"IL",2020-04-22,10518
"IL",2020-04-29,15243
"IL",2020-05-06,17875
"IL",2020-05-13,16458
"IL",2020-05-20,15729
"IL",2020-05-27,13894
"IL",2020-06-03,9511
"IL",2020-06-10,6010
"IL",2020-06-17,4351
"IL",2020-06-24,4356
"IL",2020-07-01,5470
"IL",2020-07-08,6538
"IL",2020-07-15,7265
"IL",2020-07-22,8668
"IL",2020-07-29,9883
"IL",2020-08-05,11390
"IL",2020-08-12,12164
"IL",2020-08-19,13305
"IL",2020-08-26,13824
"IL",2020-09-02,13297
"IL",2020-09-09,15270
"IL",2020-09-16,12624
"IL",2020-09-23,13065
"IL",2020-09-30,14420
"IL",2020-10-07,14614
"IL",2020-10-14,20300
"IL",2020-10-21,28163
"IL",2020-10-28,35000
"IL",2020-11-04,50003
"IL",2020-11-11,80037
"IL",2020-11-18,82931
"IL",2020-11-25,78696
"IL",2020-12-02,63136
"IL",2020-12-09,63828
"IL",2020-12-16,58170
"IL",2020-12-23,47465
"IL",2020-12-30,37315
"IL",2021-01-06,43907
"IL",2021-01-13,46742
"IL",2021-01-20,35330
"IL",2021-01-27,30826
"IL",2021-02-03,22045
"IL",2021-02-10,18764
"IL",2021-02-17,13718
"IL",2021-02-24,12630
"IL",2021-03-03,12175
"IL",2021-03-10,11191
"IL",2021-03-17,11057
"IL",2021-03-24,13938
"IL",2021-03-31,16883
"IL",2021-04-07,20872
"IL",2021-04-14,23476
"IL",2021-04-21,20617
"IL",2021-04-28,18903
"IL",2021-05-05,17941
"IL",2021-05-12,13351
"IL",2021-05-19,10591
"IL",2021-05-26,8054
"IL",2021-06-02,4664
"IL",2021-06-09,3196
"IL",2021-06-16,2059
"IL",2021-06-23,1571
"IL",2021-06-30,1861
"IL",2021-07-07,2497
"IL",2021-07-14,4173
"IL",2021-07-21,6056
"IL",2021-07-28,11104
"IL",2021-08-04,14692
"IL",2021-08-11,20829
"IL",2021-08-18,23191
"IL",2021-08-25,24737
"IL",2021-09-01,29098
"IL",2021-09-08,26216
"IL",2021-09-15,28056
"IL",2021-09-22,22928
"IL",2021-09-29,18844
"IL",2021-10-06,19829
"IL",2021-10-13,16891
"IL",2021-10-20,14910
"IL",2021-10-27,14479
"IL",2021-11-03,15509
"IL",2021-11-10,21852
"IL",2021-11-17,24868
"IL",2021-11-24,32398
"IL",2021-12-01,31094
"IL",2021-12-08,51918
"IL",2021-12-15,53522
"IL",2021-12-22,80926
"IL",2021-12-29,116802
"IL",2022-01-05,176283
"IL",2022-01-12,227508
"IL",2022-01-19,186521
"IL",2022-01-26,157825
"IL",2022-02-02,71800
"IL",2022-02-09,42977
"IL",2022-02-16,25845
"IL",2022-02-23,14656
"IL",2022-03-02,12054
"IL",2022-03-09,7814
"IL",2022-03-16,8124
"IL",2022-03-23,7560
"IL",2022-03-30,8454
"IL",2022-04-06,9991
"IL",2022-04-13,12108
"IL",2022-04-20,17927
"IL",2022-04-27,21527
"IL",2022-05-04,29317
"IL",2022-05-11,37793
"IL",2022-05-18,42043
"IL",2022-05-25,37068
"IL",2022-06-01,32406
"IL",2022-06-08,35779
"IL",2022-06-15,28720
"IL",2022-06-22,26866
"IL",2022-06-29,27851
"IL",2022-07-06,25770
"IL",2022-07-13,34340
"IL",2022-07-20,30281
"IL",2022-07-27,34220
"IL",2022-08-03,33419
"IL",2022-08-10,27406
"IL",2022-08-17,24647
"IL",2022-08-24,25280
"IL",2022-08-31,26207
"IL",2022-09-07,21368
"IL",2022-09-14,19383
"IL",2022-09-21,15489
"IL",2022-09-28,14506
"IL",2022-10-05,10985
"IL",2022-10-12,10703
"IL",2022-10-19,10191
"IL",2022-10-26,14490
"IL",2022-11-02,13666
"IL",2022-11-09,14408
"IL",2022-11-16,13214
"IL",2022-11-23,14914
"IL",2022-11-30,16575
"IL",2022-12-07,22559
"IL",2022-12-14,22622
"IL",2022-12-21,24295
"IL",2022-12-28,16279
"IL",2023-01-04,17368
"IL",2023-01-11,17313
"IL",2023-01-18,10967
"IL",2023-01-25,10923
"IL",2023-02-01,10138
"IL",2023-02-08,10234
"IL",2023-02-15,10812
"IL",2023-02-22,11249
"IL",2023-03-01,10772
"IL",2023-03-08,10319
"IL",2023-03-15,8967
"IL",2023-03-22,8560
"IL",2023-03-29,8177
"IL",2023-04-05,7284
"IL",2023-04-12,5767
"IL",2023-04-19,5578
"IL",2023-04-26,4192
"IL",2023-05-03,3992
"IL",2023-05-10,851
"IN",2020-01-22,0
"IN",2020-01-29,0
"IN",2020-02-05,0
"IN",2020-02-12,0
"IN",2020-02-19,0
"IN",2020-02-26,0
"IN",2020-03-04,0
"IN",2020-03-11,11
"IN",2020-03-18,27
"IN",2020-03-25,441
"IN",2020-04-01,2084
"IN",2020-04-08,3383
"IN",2020-04-15,3004
"IN",2020-04-22,3494
"IN",2020-04-29,4727
"IN",2020-05-06,4699
"IN",2020-05-13,3609
"IN",2020-05-20,3798
"IN",2020-05-27,3156
"IN",2020-06-03,3280
"IN",2020-06-10,2625
"IN",2020-06-17,2652
"IN",2020-06-24,2148
"IN",2020-07-01,2813
"IN",2020-07-08,3119
"IN",2020-07-15,4291
"IN",2020-07-22,5316
"IN",2020-07-29,5619
"IN",2020-08-05,5670
"IN",2020-08-12,6562
"IN",2020-08-19,5807
"IN",2020-08-26,7027
"IN",2020-09-02,6391
"IN",2020-09-09,5734
"IN",2020-09-16,6327
"IN",2020-09-23,5521
"IN",2020-09-30,6687
"IN",2020-10-07,8217
"IN",2020-10-14,11030
"IN",2020-10-21,13127
"IN",2020-10-28,16716
"IN",2020-11-04,22652
"IN",2020-11-11,32610
"IN",2020-11-18,43848
"IN",2020-11-25,44299
"IN",2020-12-02,38453
"IN",2020-12-09,47443
"IN",2020-12-16,42433
"IN",2020-12-23,35688
"IN",2020-12-30,28482
"IN",2021-01-06,34209
"IN",2021-01-13,34890
"IN",2021-01-20,24194
"IN",2021-01-27,18863
"IN",2021-02-03,14157
"IN",2021-02-10,11972
"IN",2021-02-17,8148
"IN",2021-02-24,6592
"IN",2021-03-03,5466
"IN",2021-03-10,5654
"IN",2021-03-17,5269
"IN",2021-03-24,5607
"IN",2021-03-31,6452
"IN",2021-04-07,6960
"IN",2021-04-14,8519
"IN",2021-04-21,8639
"IN",2021-04-28,6952
"IN",2021-05-05,7796
"IN",2021-05-12,6451
"IN",2021-05-19,5472
"IN",2021-05-26,4417
"IN",2021-06-02,2780
"IN",2021-06-09,3323
"IN",2021-06-16,2366
"IN",2021-06-23,1942
"IN",2021-06-30,1818
"IN",2021-07-07,2150
"IN",2021-07-14,2983
"IN",2021-07-21,3776
"IN",2021-07-28,5788
"IN",2021-08-04,8799
"IN",2021-08-11,13502
"IN",2021-08-18,18619
"IN",2021-08-25,24423
"IN",2021-09-01,28967
"IN",2021-09-08,26314
"IN",2021-09-15,29441
"IN",2021-09-22,23439
"IN",2021-09-29,18875
"IN",2021-10-06,17747
"IN",2021-10-13,15247
"IN",2021-10-20,12506
"IN",2021-10-27,11288
"IN",2021-11-03,11547
"IN",2021-11-10,14259
"IN",2021-11-17,18193
"IN",2021-11-24,22697
"IN",2021-12-01,22701
"IN",2021-12-08,32962
"IN",2021-12-15,30804
"IN",2021-12-22,29971
"IN",2021-12-29,33993
"IN",2022-01-05,64561
"IN",2022-01-12,94094
"IN",2022-01-19,96929
"IN",2022-01-26,84304
"IN",2022-02-02,61215
"IN",2022-02-09,19106
"IN",2022-02-16,16171
"IN",2022-02-23,7329
"IN",2022-03-02,4037
"IN",2022-03-09,3329
"IN",2022-03-16,1922
"IN",2022-03-23,1746
"IN",2022-03-30,1381
"IN",2022-04-06,1200
"IN",2022-04-13,1322
"IN",2022-04-20,2171
"IN",2022-04-27,5034
"IN",2022-05-04,4615
"IN",2022-05-11,5888
"IN",2022-05-18,7222
"IN",2022-05-25,9323
"IN",2022-06-01,7753
"IN",2022-06-08,9549
"IN",2022-06-15,7986
"IN",2022-06-22,8950
"IN",2022-06-29,10127
"IN",2022-07-06,10082
"IN",2022-07-13,12342
"IN",2022-07-20,12836
"IN",2022-07-27,15853
"IN",2022-08-03,14392
"IN",2022-08-10,16343
"IN",2022-08-17,13478
"IN",2022-08-24,15018
"IN",2022-08-31,13272
"IN",2022-09-07,9430
"IN",2022-09-14,7334
"IN",2022-09-21,5299
"IN",2022-09-28,4131
"IN",2022-10-05,3652
"IN",2022-10-12,0
"IN",2022-10-19,7457
"IN",2022-10-26,4463
"IN",2022-11-02,5143
"IN",2022-11-09,5311
"IN",2022-11-16,5478
"IN",2022-11-23,5924
"IN",2022-11-30,6336
"IN",2022-12-07,11535
"IN",2022-12-14,9725
"IN",2022-12-21,9236
"IN",2022-12-28,6507
"IN",2023-01-04,9151
"IN",2023-01-11,6067
"IN",2023-01-18,2960
"IN",2023-01-25,4031
"IN",2023-02-01,4490
"IN",2023-02-08,4420
"IN",2023-02-15,4846
"IN",2023-02-22,4344
"IN",2023-03-01,4553
"IN",2023-03-08,3482
"IN",2023-03-15,3429
"IN",2023-03-22,3510
"IN",2023-03-29,2387
"IN",2023-04-05,2684
"IN",2023-04-12,2766
"IN",2023-04-19,2373
"IN",2023-04-26,4177
"IN",2023-05-03,2200
"IN",2023-05-10,1696
"KS",2020-01-22,0
"KS",2020-01-29,0
"KS",2020-02-05,0
"KS",2020-02-12,0
"KS",2020-02-19,0
"KS",2020-02-26,0
"KS",2020-03-04,0
"KS",2020-03-11,1
"KS",2020-03-18,19
"KS",2020-03-25,113
"KS",2020-04-01,351
"KS",2020-04-08,563
"KS",2020-04-15,454
"KS",2020-04-22,816
"KS",2020-04-29,1464
"KS",2020-05-06,2003
"KS",2020-05-13,1616
"KS",2020-05-20,1024
"KS",2020-05-27,776
"KS",2020-06-03,740
"KS",2020-06-10,636
"KS",2020-06-17,880
"KS",2020-06-24,1254
"KS",2020-07-01,1866
"KS",2020-07-08,2724
"KS",2020-07-15,2998
"KS",2020-07-22,3132
"KS",2020-07-29,3062
"KS",2020-08-05,2689
"KS",2020-08-12,2806
"KS",2020-08-19,3314
"KS",2020-08-26,4411
"KS",2020-09-02,3946
"KS",2020-09-09,3512
"KS",2020-09-16,3249
"KS",2020-09-23,5890
"KS",2020-09-30,4533
"KS",2020-10-07,4169
"KS",2020-10-14,5299
"KS",2020-10-21,5527
"KS",2020-10-28,7240
"KS",2020-11-04,10169
"KS",2020-11-11,16905
"KS",2020-11-18,19582
"KS",2020-11-25,19333
"KS",2020-12-02,14608
"KS",2020-12-09,17809
"KS",2020-12-16,15020
"KS",2020-12-23,15120
"KS",2020-12-30,12451
"KS",2021-01-06,14134
"KS",2021-01-13,14986
"KS",2021-01-20,11344
"KS",2021-01-27,9281
"KS",2021-02-03,6468
"KS",2021-02-10,5936
"KS",2021-02-17,3828
"KS",2021-02-24,4088
"KS",2021-03-03,2248
"KS",2021-03-10,2074
"KS",2021-03-17,1542
"KS",2021-03-24,1425
"KS",2021-03-31,1407
"KS",2021-04-07,1388
"KS",2021-04-14,1539
"KS",2021-04-21,1487
"KS",2021-04-28,1604
"KS",2021-05-05,1546
"KS",2021-05-12,1249
"KS",2021-05-19,1213
"KS",2021-05-26,1124
"KS",2021-06-02,849
"KS",2021-06-09,924
"KS",2021-06-16,804
"KS",2021-06-23,784
"KS",2021-06-30,1052
"KS",2021-07-07,1451
"KS",2021-07-14,1582
"KS",2021-07-21,2946
"KS",2021-07-28,4778
"KS",2021-08-04,4346
"KS",2021-08-11,11780
"KS",2021-08-18,7434
"KS",2021-08-25,9951
"KS",2021-09-01,10807
